,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
376,2022,Lead Data Engineer,EX,FT,"9,404,080.00",CA,CA,S,100
377,2022,Data Analyst,SE,FT,"10,503,174.00",US,US,M,0
378,2022,Data Engineer,SE,FT,"13,160,795.00",US,US,M,100
379,2022,Data Architect,SE,FT,"16,612,122.00",US,US,M,100
380,2022,Data Architect,SE,FT,"11,760,372.00",US,US,M,100
381,2022,Data Engineer,SE,FT,"10,900,544.00",US,US,M,100
382,2022,Data Engineer,SE,FT,"8,081,874.00",US,US,M,100
383,2022,Data Analyst,SE,FT,"10,254,519.00",US,US,M,100
384,2022,Data Analyst,SE,FT,"7,455,662.00",US,US,M,100
385,2022,Head of Machine Learning,EX,FT,"6,289,094.00",IN,IN,L,50
386,2022,Data Engineer,SE,FT,"10,528,636.00",US,US,M,100
387,2022,Machine Learning Engineer,EN,FT,"2,967,942.00",GB,GB,L,100
388,2022,Data Analyst,SE,FT,"13,049,398.00",US,US,M,0
389,2022,Data Engineer,SE,FT,"12,333,273.00",US,US,M,100
390,2022,Machine Learning Engineer,MI,FT,"9,893,115.00",GB,GB,M,0
391,2022,Machine Learning Engineer,MI,FT,"7,810,383.00",GB,GB,M,0
392,2022,AI Scientist,MI,FT,"9,548,340.00",US,US,M,0
393,2022,Data Analyst,SE,FT,"8,983,397.00",US,US,M,100
394,2022,Data Analyst,SE,FT,"7,186,717.00",US,US,M,100
395,2022,Data Analytics Manager,SE,FT,"11,537,578.00",US,US,M,100
396,2022,Data Analytics Manager,SE,FT,"8,386,625.00",US,US,M,100
397,2022,Machine Learning Engineer,MI,FT,"6,996,705.00",FR,DE,M,100
398,2022,Data Engineer,MI,FT,"9,372,412.00",GB,GB,M,0
399,2022,Data Scientist,SE,FT,"17,131,313.00",US,US,L,100
400,2022,Data Scientist,SE,FT,"12,587,895.00",US,US,L,100
401,2022,Data Engineer,SE,FT,"16,637,982.00",US,US,L,100
402,2022,Data Engineer,SE,FT,"12,301,445.00",US,US,L,100
403,2022,Data Analyst,SE,FT,"9,224,810.00",US,US,M,0
404,2022,Data Analyst,SE,FT,"6,498,123.00",US,US,M,0
405,2022,Data Engineer,SE,FT,"13,924,663.00",US,US,M,100
406,2022,Data Engineer,MI,FT,"7,810,383.00",GB,GB,M,0
407,2022,Data Analyst,MI,FT,"4,615,031.00",US,US,S,0
408,2022,Data Engineer,SE,FT,"14,608,960.00",US,US,L,100
409,2022,Data Analyst,MI,FT,"4,165,543.00",GB,GB,M,100
410,2022,Data Scientist,SE,FT,"14,322,510.00",US,US,M,100
411,2022,Data Scientist,MI,FT,"5,727,572.00",GB,GB,M,0
412,2022,Data Scientist,MI,FT,"3,644,840.00",GB,GB,M,0
413,2022,Data Engineer,MI,FT,"5,247,529.00",GR,GR,M,100
414,2022,Data Engineer,MI,FT,"3,935,587.00",GR,GR,M,100
415,2022,Data Engineer,MI,FT,"6,248,275.00",GB,GB,M,100
416,2022,Data Engineer,MI,FT,"4,686,166.00",GB,GB,M,100
417,2022,Data Scientist,SE,FT,"20,688,070.00",US,US,M,100
418,2022,Data Science Engineer,SE,FT,"4,774,170.00",AR,MX,L,100
419,2022,Data Engineer,MI,FT,"5,084,491.00",US,US,M,0
420,2022,Machine Learning Scientist,MI,FT,"12,731,120.00",US,US,L,100
421,2022,Machine Learning Scientist,MI,FT,"8,935,655.00",US,US,L,100
422,2022,Data Science Manager,MI,FT,"19,176,250.00",US,US,M,100
423,2022,Data Science Manager,MI,FT,"12,651,551.00",US,US,M,100
424,2022,Data Scientist,SE,FT,"14,322,510.00",US,US,M,0
425,2022,Data Scientist,SE,FT,"6,365,560.00",US,US,M,0
426,2022,Data Engineer,MI,FT,"6,596,312.00",US,US,M,0
427,2022,Data Engineer,SE,FT,"8,020,606.00",US,US,L,100
428,2022,Data Engineer,MI,FT,"3,935,587.00",ES,ES,M,100
429,2022,Data Scientist,SE,FT,"11,171,558.00",US,US,L,0
430,2022,Data Analyst,MI,FT,"3,124,137.00",GB,GB,M,100
431,2022,Data Analyst,MI,FT,"3,498,353.00",ES,ES,M,100
432,2022,Data Analyst,MI,FT,"2,623,725.00",ES,ES,M,100
433,2022,Data Engineer,MI,FT,"6,996,705.00",ES,ES,M,100
434,2022,Data Engineer,MI,FT,"6,122,077.00",ES,ES,M,100
435,2022,Data Engineer,MI,FT,"8,331,086.00",GB,GB,M,100
436,2022,Data Engineer,MI,FT,"7,289,680.00",GB,GB,M,100
437,2022,Data Engineer,MI,FT,"5,247,529.00",ES,ES,M,100
438,2022,Data Engineer,MI,FT,"6,996,705.00",GR,GR,M,100
439,2022,Machine Learning Engineer,SE,FT,"15,090,356.00",US,US,M,0
440,2022,Machine Learning Engineer,SE,FT,"13,128,649.00",US,US,M,0
441,2022,Data Analyst,MI,FT,"3,498,353.00",GR,GR,M,100
442,2022,Data Analyst,MI,FT,"2,623,725.00",GR,GR,M,100
443,2022,Data Engineer,MI,FT,"7,810,383.00",GB,GB,M,100
444,2022,Data Engineer,MI,FT,"6,248,275.00",GB,GB,M,100
445,2022,Data Scientist,SE,FT,"17,131,313.00",US,US,L,0
446,2022,Data Engineer,MI,FT,"6,122,077.00",GR,GR,M,100
447,2022,Data Engineer,SE,FT,"16,637,982.00",US,US,L,100
448,2022,Data Engineer,SE,FT,"12,301,445.00",US,US,L,100
449,2022,Data Engineer,SE,FT,"14,322,510.00",US,US,M,100
450,2022,ML Engineer,EN,FT,"1,749,176.00",PT,PT,L,100
451,2022,Data Engineer,SE,FT,"6,365,560.00",US,US,M,100
452,2022,Machine Learning Developer,MI,FT,"6,269,360.00",CA,CA,M,100
453,2022,Director of Data Science,EX,FT,"15,673,521.00",CA,CA,L,50
454,2022,Machine Learning Engineer,MI,FT,"9,548,340.00",US,US,S,100
455,2022,Computer Vision Engineer,EN,FT,"9,946,188.00",US,US,M,0
456,2022,NLP Engineer,MI,FT,"2,962,850.00",US,US,L,50
457,2022,Data Engineer,SE,FT,"8,354,798.00",US,US,M,100
458,2022,Lead Machine Learning Engineer,SE,FT,"6,996,705.00",DE,DE,M,0
459,2022,Business Data Analyst,MI,FT,"1,467,421.00",IN,IN,M,100
460,2022,Data Scientist,MI,FT,"2,515,590.00",IN,IN,L,100
461,2022,Machine Learning Infrastructure Engineer,MI,FT,"4,635,321.00",PT,PT,L,50
462,2022,Financial Data Analyst,EN,FT,"7,956,950.00",US,US,L,50
463,2022,Data Engineer,MI,PT,"4,372,901.00",DE,DE,L,50
464,2022,Data Scientist,EN,FT,"1,467,421.00",IN,IN,M,100
465,2022,Principal Data Scientist,SE,FT,"12,943,889.00",DE,DE,M,100
466,2022,Data Engineer,EN,FT,"9,548,340.00",US,US,M,100
467,2022,Research Scientist,SE,FT,"11,458,008.00",US,US,L,50
468,2022,Data Scientist,SE,FT,"8,346,045.00",US,US,M,100
469,2022,Data Engineer,SE,FT,"7,956,950.00",US,US,M,100
470,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
471,2022,Data Analyst,MI,FT,"10,741,883.00",US,US,M,100
472,2022,Data Analyst,MI,FT,"3,978,475.00",US,US,M,100
473,2022,Data Scientist,SE,FT,"17,505,290.00",US,US,M,100
474,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
475,2022,Data Scientist,MI,FT,"14,579,360.00",GB,GB,M,0
476,2022,Data Scientist,MI,FT,"7,289,680.00",GB,GB,M,0
477,2022,Data Scientist,SE,FT,"14,728,314.00",US,US,M,100
478,2022,Machine Learning Engineer,SE,FT,"17,505,290.00",US,US,M,100
479,2022,Data Scientist,MI,FT,"15,913,900.00",US,US,M,100
480,2022,Data Scientist,MI,FT,"9,548,340.00",US,US,M,100
481,2022,Machine Learning Engineer,SE,FT,"9,548,340.00",AE,AE,S,100
482,2022,Machine Learning Engineer,SE,FT,"5,172,018.00",AE,AE,S,100
483,2022,Data Engineer,EX,FT,"25,780,518.00",US,US,M,100
484,2022,Data Engineer,EX,FT,"17,187,012.00",US,US,M,100
485,2022,Data Engineer,SE,FT,"16,709,595.00",US,US,M,100
486,2022,Machine Learning Engineer,SE,FT,"9,548,340.00",US,US,M,100
487,2022,Data Scientist,SE,FT,"18,300,985.00",US,US,M,100
488,2022,Data Scientist,EN,PT,"7,956,950.00",DZ,DZ,M,50
489,2022,Data Scientist,MI,FL,"7,956,950.00",CA,US,M,100
490,2022,Applied Machine Learning Scientist,EN,CT,"2,536,278.00",TN,CZ,M,100
491,2022,Head of Data,SE,FT,"15,913,900.00",MY,US,M,100
492,2022,Principal Data Analyst,MI,FT,"5,967,713.00",CA,CA,S,100
493,2022,Data Scientist,MI,FT,"2,831,879.00",PL,PL,L,100
494,2022,Machine Learning Developer,SE,FT,"6,269,360.00",CA,CA,M,100
495,2022,Data Scientist,SE,FT,"7,956,950.00",BR,US,M,100
496,2022,Machine Learning Scientist,MI,FT,"12,174,134.00",US,US,M,50
497,2022,Data Engineer,EN,FT,"4,617,816.00",PK,DE,M,100
498,2022,Data Scientist,SE,FT,"13,128,968.00",US,US,M,100
499,2022,Research Scientist,SE,FT,"7,433,940.00",FR,FR,L,50
500,2022,Data Scientist,EN,FT,"4,169,124.00",CA,CA,L,100
501,2022,Machine Learning Engineer,SE,FT,"4,985,109.00",NL,NL,L,100
502,2022,Head of Data,MI,FT,"2,623,725.00",EE,EE,S,100
503,2022,Data Scientist,EN,FT,"3,182,780.00",JP,MY,L,100
504,2022,Machine Learning Engineer,MI,FT,"6,956,364.00",AU,AU,L,100
505,2022,Data Engineer,SE,FT,"9,150,493.00",US,US,M,100
506,2022,Data Scientist,EN,FT,"6,898,914.00",AU,AU,M,50
507,2022,Applied Machine Learning Scientist,MI,FT,"5,967,713.00",BO,US,L,100
508,2022,Research Scientist,MI,FT,"5,160,003.00",AT,AT,L,0
509,2022,Research Scientist,EN,FT,"9,548,340.00",US,US,L,100
510,2022,Applied Data Scientist,MI,FT,"12,492,412.00",US,US,L,100
511,2022,Computer Vision Software Engineer,EN,FT,"11,935,425.00",AU,AU,S,100
512,2022,Business Data Analyst,MI,FT,"5,642,432.00",CA,CA,L,50
513,2022,Data Engineer,EN,FT,"5,172,018.00",US,US,S,100
514,2022,Machine Learning Engineer,SE,FT,"5,684,763.00",IE,IE,S,100
515,2022,Data Analytics Engineer,EN,FT,"1,591,390.00",PK,PK,M,0
516,2022,Data Scientist,MI,FT,"3,819,336.00",RU,US,S,100
517,2022,Data Science Manager,SE,FT,"12,134,349.00",US,US,M,100
518,2022,Data Engineer,MI,FT,"5,422,423.00",FR,FR,M,100
519,2022,Data Scientist,MI,FT,"9,735,010.00",CH,CH,L,0
520,2022,Applied Data Scientist,SE,FT,"30,236,410.00",US,US,L,100
521,2022,Data Scientist,MI,FT,"5,517,031.00",CA,CA,M,100
522,2022,Computer Vision Engineer,EN,FT,"795,695.00",PT,LU,M,100
523,2022,Data Analyst,MI,FT,"1,591,390.00",GR,GR,S,100
524,2022,Data Analytics Lead,SE,FT,"32,225,648.00",US,US,L,100
525,2022,Data Scientist,MI,FT,"10,741,883.00",US,US,L,100
526,2022,Applied Data Scientist,SE,FT,"14,083,802.00",US,US,L,100
527,2022,Data Scientist,MI,FT,"6,206,421.00",US,US,M,100
528,2022,Data Analyst,SE,FT,"10,741,883.00",US,US,M,100
529,2022,Data Analyst,SE,FT,"7,956,950.00",US,US,M,100
530,2022,Data Analyst,SE,FT,"7,186,717.00",US,US,M,100
531,2022,Data Analyst,MI,FT,"6,763,408.00",CA,CA,M,0
532,2022,Data Analyst,MI,FT,"5,967,713.00",CA,CA,M,0
533,2022,Machine Learning Engineer,SE,FT,"17,027,873.00",US,US,M,100
534,2022,Machine Learning Engineer,SE,FT,"15,325,086.00",US,US,M,100
535,2022,Data Architect,SE,FT,"21,197,315.00",US,US,M,100
536,2022,Data Architect,SE,FT,"16,957,852.00",US,US,M,100
537,2022,Data Analyst,SE,FT,"8,983,397.00",US,US,M,100
538,2022,Data Engineer,SE,FT,"12,333,273.00",US,US,M,100
539,2022,Data Scientist,MI,FT,"11,243,170.00",US,US,M,0
540,2022,Data Scientist,MI,FT,"8,124,046.00",US,US,M,0
541,2022,Data Analyst,SE,FT,"9,224,810.00",US,US,M,100
542,2022,Data Analyst,SE,FT,"6,498,123.00",US,US,M,100
543,2022,Data Engineer,MI,FT,"16,446,936.00",US,US,M,0
544,2022,Data Engineer,MI,FT,"7,885,337.00",US,US,M,0
545,2022,Data Engineer,SE,FT,"10,344,035.00",US,US,M,100
546,2022,Data Engineer,SE,FT,"9,150,493.00",US,US,M,100
547,2022,Data Engineer,SE,FT,"8,792,430.00",US,US,M,100
548,2022,Data Engineer,SE,FT,"10,344,035.00",US,US,M,100
549,2022,Data Analyst,SE,FT,"7,881,359.00",US,US,M,100
550,2022,Data Engineer,SE,FT,"12,731,120.00",US,US,M,100
551,2022,Data Scientist,SE,FT,"16,335,618.00",US,US,L,0
552,2022,Data Scientist,SE,FT,"11,171,558.00",US,US,L,0
553,2022,Data Scientist,SE,FT,"14,004,232.00",US,US,M,100
554,2022,Data Scientist,SE,FT,"11,458,008.00",US,US,M,100
555,2022,Data Engineer,SE,FT,"15,921,857.00",US,US,M,100
556,2022,Data Engineer,SE,FT,"12,731,120.00",US,US,M,100
557,2022,Data Engineer,SE,FT,"11,537,578.00",US,US,M,100
558,2022,Data Engineer,SE,FT,"5,609,650.00",US,US,M,0
559,2022,Data Scientist,SE,FT,"16,335,618.00",US,US,M,0
560,2022,Data Scientist,SE,FT,"11,171,558.00",US,US,M,0
561,2022,Analytics Engineer,SE,FT,"16,335,618.00",US,US,M,0
562,2022,Analytics Engineer,SE,FT,"14,696,487.00",US,US,M,0
563,2022,Data Engineer,SE,FT,"13,932,619.00",US,US,M,100
564,2022,Data Engineer,SE,FT,"11,159,622.00",US,US,M,100
565,2022,Data Analyst,SE,FT,"9,241,997.00",US,US,M,100
566,2022,Data Engineer,SE,FT,"4,296,753.00",US,US,M,0
567,2022,Data Analyst,SE,FT,"13,526,815.00",US,US,M,100
568,2022,Data Analyst,MI,FT,"5,206,869.00",GB,GB,M,0
569,2022,Data Analyst,SE,FT,"6,365,560.00",US,US,M,100
570,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
571,2022,Data Scientist,SE,FT,"16,709,595.00",US,US,M,100
572,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
573,2022,Data Analyst,SE,FT,"7,956,950.00",US,US,M,100
574,2022,Data Analyst,SE,FT,"5,490,296.00",US,US,M,100
575,2022,Data Scientist,SE,FT,"16,709,595.00",US,US,M,100
576,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
577,2022,Data Scientist,SE,FT,"16,709,595.00",US,US,M,100
578,2022,Data Analyst,SE,FT,"11,941,393.00",US,US,M,100
579,2022,Data Engineer,SE,FT,"7,956,950.00",US,US,M,100
580,2022,Data Engineer,SE,FT,"1,989,238.00",US,US,M,100
581,2022,Data Analyst,SE,FT,"10,065,542.00",US,US,M,100
582,2022,Data Analyst,SE,FT,"8,455,055.00",US,US,M,100
583,2022,Data Engineer,SE,FT,"17,514,043.00",US,US,M,100
584,2022,Data Engineer,SE,FT,"12,737,486.00",US,US,M,100
585,2022,Data Analyst,SE,FT,"8,354,798.00",US,US,M,100
586,2022,Data Analyst,SE,FT,"8,826,247.00",US,US,M,100
587,2022,Data Analyst,MI,FT,"3,644,840.00",GB,GB,M,0
588,2022,Data Scientist,SE,FT,"11,139,730.00",US,US,M,100
589,2022,Data Analyst,SE,FT,"7,877,381.00",US,US,M,0
590,2022,Data Analyst,SE,FT,"4,774,170.00",US,US,M,100
591,2022,Data Architect,SE,FT,"15,322,221.00",US,US,M,100
592,2022,Data Architect,SE,FT,"11,525,960.00",US,US,M,100
593,2022,Data Scientist,SE,FT,"18,300,985.00",US,US,M,100
594,2022,Data Scientist,SE,FT,"11,935,425.00",US,US,M,100
595,2022,Data Analytics Manager,SE,FT,"11,956,113.00",US,US,M,100
596,2022,Data Analytics Manager,SE,FT,"8,695,355.00",US,US,M,100
597,2022,Data Scientist,SE,FT,"16,709,595.00",US,US,M,100
598,2022,Data Analyst,SE,FT,"13,526,815.00",US,US,M,100
599,2022,Data Scientist,MI,FT,"12,731,120.00",US,US,M,100
600,2022,Data Scientist,MI,FT,"10,344,035.00",US,US,M,100
601,2022,Data Analyst,EN,FT,"5,331,157.00",CA,CA,M,0
602,2022,Data Analyst,EN,FT,"4,137,614.00",CA,CA,M,0
603,2022,Data Engineer,SE,FT,"12,253,703.00",US,US,M,100
604,2022,Data Engineer,SE,FT,"10,025,757.00",US,US,M,100
605,2022,Data Analyst,SE,FT,"10,264,466.00",US,US,M,0
606,2022,Data Analyst,SE,FT,"11,935,425.00",US,US,M,100
607,2022,AI Scientist,MI,FT,"15,913,900.00",IN,US,L,100
